icd_code,ccs,icd_version
0KXB0ZZ,160,10
0KXB4Z0,160,10
0KXB4Z1,160,10
0KXB4Z2,160,10
0KXB4ZZ,160,10
0KXC0Z0,160,10
0KXC0Z1,160,10
0KXC0Z2,160,10
0KXC0ZZ,160,10
0KXC4Z0,160,10
0KXC4Z1,160,10
0KXC4Z2,160,10
0KXC4ZZ,160,10
0KXD0Z0,160,10
0KXD0Z1,160,10
0KXD0Z2,160,10
0KXD0ZZ,160,10
0KXD4Z0,160,10
0KXD4Z1,160,10
0KXD4Z2,160,10
0KXD4ZZ,160,10
0KXF0Z0,160,10
0KXF0Z1,160,10
0KXF0Z2,160,10
0KXF0Z5,160,10
0KXF0Z7,160,10
0KXF0Z8,160,10
0KXF0Z9,160,10
0KXF0ZZ,160,10
0KXF4Z0,160,10
0KXF4Z1,160,10
0KXF4Z2,160,10
0KXF4Z5,160,10
0KXF4Z7,160,10
0KXF4Z8,160,10
0KXF4Z9,160,10
0KXF4ZZ,160,10
0KXG0Z0,160,10
0KXG0Z1,160,10
0KXG0Z2,160,10
0KXG0Z5,160,10
0KXG0Z7,160,10
0KXG0Z8,160,10
0KXG0Z9,160,10
0KXG0ZZ,160,10
0KXG4Z0,160,10
0KXG4Z1,160,10
0KXG4Z2,160,10
0KXG4Z5,160,10
0KXG4Z7,160,10
0KXG4Z8,160,10
0KXG4Z9,160,10
0KXG4ZZ,160,10
0KXH0Z0,160,10
0KXH0Z1,160,10
0KXH0Z2,160,10
0KXH0ZZ,160,10
0KXH4Z0,160,10
0KXH4Z1,160,10
0KXH4Z2,160,10
0KXH4ZZ,160,10
0KXJ0Z0,160,10
0KXJ0Z1,160,10
0KXJ0Z2,160,10
0KXJ0ZZ,160,10
0KXJ4Z0,160,10
0KXJ4Z1,160,10
0KXJ4Z2,160,10
0KXJ4ZZ,160,10
0KXK0Z0,160,10
0KXK0Z1,160,10
0KXK0Z2,160,10
0KXK0Z6,160,10
0KXK0ZZ,160,10
0KXK4Z0,160,10
0KXK4Z1,160,10
0KXK4Z2,160,10
0KXK4Z6,160,10
0KXK4ZZ,160,10
0KXL0Z0,160,10
0KXL0Z1,160,10
0KXL0Z2,160,10
0KXL0Z6,160,10
0KXL0ZZ,160,10
0KXL4Z0,160,10
0KXL4Z1,160,10
0KXL4Z2,160,10
0KXL4Z6,160,10
0KXL4ZZ,160,10
0KXM0Z0,160,10
0KXM0Z1,160,10
0KXM0Z2,160,10
0KXM0ZZ,160,10
0KXM4Z0,160,10
0KXM4Z1,160,10
0KXM4Z2,160,10
0KXM4ZZ,160,10
0KXN0Z0,160,10
0KXN0Z1,160,10
0KXN0Z2,160,10
0KXN0ZZ,160,10
0KXN4Z0,160,10
0KXN4Z1,160,10
0KXN4Z2,160,10
0KXN4ZZ,160,10
0KXP0Z0,160,10
0KXP0Z1,160,10
0KXP0Z2,160,10
0KXP0ZZ,160,10
0KXP4Z0,160,10
0KXP4Z1,160,10
0KXP4Z2,160,10
0KXP4ZZ,160,10
0KXQ0Z0,160,10
0KXQ0Z1,160,10
0KXQ0Z2,160,10
0KXQ0ZZ,160,10
0KXQ4Z0,160,10
0KXQ4Z1,160,10
0KXQ4Z2,160,10
0KXQ4ZZ,160,10
0KXR0Z0,160,10
0KXR0Z1,160,10
0KXR0Z2,160,10
0KXR0ZZ,160,10
0KXR4Z0,160,10
0KXR4Z1,160,10
0KXR4Z2,160,10
0KXR4ZZ,160,10
0KXS0Z0,160,10
0KXS0Z1,160,10
0KXS0Z2,160,10
0KXS0ZZ,160,10
0KXS4Z0,160,10
0KXS4Z1,160,10
0KXS4Z2,160,10
0KXS4ZZ,160,10
0KXT0Z0,160,10
0KXT0Z1,160,10
0KXT0Z2,160,10
0KXT0ZZ,160,10
0KXT4Z0,160,10
0KXT4Z1,160,10
0KXT4Z2,160,10
0KXT4ZZ,160,10
0KXV0Z0,160,10
0KXV0Z1,160,10
0KXV0Z2,160,10
0KXV0ZZ,160,10
0KXV4Z0,160,10
0KXV4Z1,160,10
0KXV4Z2,160,10
0KXV4ZZ,160,10
0KXW0Z0,160,10
0KXW0Z1,160,10
0KXW0Z2,160,10
0KXW0ZZ,160,10
0KXW4Z0,160,10
0KXW4Z1,160,10
0KXW4Z2,160,10
0KXW4ZZ,160,10
0L500ZZ,160,10
0L503ZZ,160,10
0L504ZZ,160,10
0L510ZZ,160,10
0L513ZZ,160,10
0L514ZZ,160,10
0L520ZZ,160,10
0L523ZZ,160,10
0L524ZZ,160,10
0L530ZZ,160,10
0L533ZZ,160,10
0L534ZZ,160,10
0L540ZZ,160,10
0L543ZZ,160,10
0L544ZZ,160,10
0L550ZZ,160,10
0L553ZZ,160,10
0L554ZZ,160,10
0L560ZZ,160,10
0L563ZZ,160,10
0L564ZZ,160,10
0L570ZZ,160,10
0L573ZZ,160,10
0L574ZZ,160,10
0L580ZZ,160,10
0L583ZZ,160,10
0L584ZZ,160,10
0L590ZZ,160,10
0L593ZZ,160,10
0L594ZZ,160,10
0L5B0ZZ,160,10
0L5B3ZZ,160,10
0L5B4ZZ,160,10
0L5C0ZZ,160,10
0L5C3ZZ,160,10
0L5C4ZZ,160,10
0L5D0ZZ,160,10
0L5D3ZZ,160,10
0L5D4ZZ,160,10
0L5F0ZZ,160,10
0L5F3ZZ,160,10
0L5F4ZZ,160,10
0L5G0ZZ,160,10
0L5G3ZZ,160,10
0L5G4ZZ,160,10
0L5H0ZZ,160,10
0L5H3ZZ,160,10
0L5H4ZZ,160,10
0L5J0ZZ,160,10
0L5J3ZZ,160,10
0L5J4ZZ,160,10
0L5K0ZZ,160,10
0L5K3ZZ,160,10
0L5K4ZZ,160,10
0L5L0ZZ,160,10
0L5L3ZZ,160,10
0L5L4ZZ,160,10
0L5M0ZZ,160,10
0L5M3ZZ,160,10
0L5M4ZZ,160,10
0L5N0ZZ,160,10
0L5N3ZZ,160,10
0L5N4ZZ,160,10
0L5P0ZZ,160,10
0L5P3ZZ,160,10
0L5P4ZZ,160,10
0L5Q0ZZ,160,10
0L5Q3ZZ,160,10
0L5Q4ZZ,160,10
0L5R0ZZ,160,10
0L5R3ZZ,160,10
0L5R4ZZ,160,10
0L5S0ZZ,160,10
0L5S3ZZ,160,10
0L5S4ZZ,160,10
0L5T0ZZ,160,10
0L5T3ZZ,160,10
0L5T4ZZ,160,10
0L5V0ZZ,160,10
0L5V3ZZ,160,10
0L5V4ZZ,160,10
0L5W0ZZ,160,10
0L5W3ZZ,160,10
0L5W4ZZ,160,10
0L800ZZ,160,10
0L803ZZ,160,10
0L804ZZ,160,10
0L810ZZ,160,10
0L813ZZ,160,10
0L814ZZ,160,10
0L820ZZ,160,10
0L823ZZ,160,10
0L824ZZ,160,10
0L830ZZ,160,10
0L833ZZ,160,10
0L834ZZ,160,10
0L840ZZ,160,10
0L843ZZ,160,10
0L844ZZ,160,10
0L850ZZ,160,10
0L853ZZ,160,10
0L854ZZ,160,10
0L860ZZ,160,10
0L863ZZ,160,10
0L864ZZ,160,10
0L870ZZ,160,10
0L873ZZ,160,10
0L874ZZ,160,10
0L880ZZ,160,10
0L883ZZ,160,10
0L884ZZ,160,10
0L890ZZ,160,10
0L893ZZ,160,10
0L894ZZ,160,10
0L8B0ZZ,160,10
0L8B3ZZ,160,10
0L8B4ZZ,160,10
0L8C0ZZ,160,10
0L8C3ZZ,160,10
0L8C4ZZ,160,10
0L8D0ZZ,160,10
0L8D3ZZ,160,10
0L8D4ZZ,160,10
0L8F0ZZ,160,10
0L8F3ZZ,160,10
0L8F4ZZ,160,10
0L8G0ZZ,160,10
0L8G3ZZ,160,10
0L8G4ZZ,160,10
0L8H0ZZ,160,10
0L8H3ZZ,160,10
0L8H4ZZ,160,10
0L8J0ZZ,160,10
0L8J3ZZ,160,10
0L8J4ZZ,160,10
0L8K0ZZ,160,10
0L8K3ZZ,160,10
0L8K4ZZ,160,10
0L8L0ZZ,160,10
0L8L3ZZ,160,10
0L8L4ZZ,160,10
0L8M0ZZ,160,10
0L8M3ZZ,160,10
0L8M4ZZ,160,10
0L8N0ZZ,160,10
0L8N3ZZ,160,10
0L8N4ZZ,160,10
0L8P0ZZ,160,10
0L8P3ZZ,160,10
0L8P4ZZ,160,10
0L8Q0ZZ,160,10
0L8Q3ZZ,160,10
0L8Q4ZZ,160,10
0L8R0ZZ,160,10
0L8R3ZZ,160,10
0L8R4ZZ,160,10
0L8S0ZZ,160,10
0L8S3ZZ,160,10
0L8S4ZZ,160,10
0L8T0ZZ,160,10
0L8T3ZZ,160,10
0L8T4ZZ,160,10
0L8V0ZZ,160,10
0L8V3ZZ,160,10
0L8V4ZZ,160,10
0L8W0ZZ,160,10
0L8W3ZZ,160,10
0L8W4ZZ,160,10
0LB00ZZ,160,10
0LB03ZZ,160,10
0LB04ZZ,160,10
0LB10ZZ,160,10
0LB13ZZ,160,10
0LB14ZZ,160,10
0LB20ZZ,160,10
0LB23ZZ,160,10
0LB24ZZ,160,10
0LB30ZZ,160,10
0LB33ZZ,160,10
0LB34ZZ,160,10
0LB40ZZ,160,10
0LB43ZZ,160,10
0LB44ZZ,160,10
0LB50ZZ,160,10
0LB53ZZ,160,10
0LB54ZZ,160,10
0LB60ZZ,160,10
0LB63ZZ,160,10
0LB64ZZ,160,10
0LB70ZZ,160,10
0LB73ZZ,160,10
0LB74ZZ,160,10
0LB80ZZ,160,10
0LB83ZZ,160,10
0LB84ZZ,160,10
0LB90ZZ,160,10
0LB93ZZ,160,10
0LB94ZZ,160,10
0LBB0ZZ,160,10
0LBB3ZZ,160,10
0LBB4ZZ,160,10
0LBC0ZZ,160,10
0LBC3ZZ,160,10
0LBC4ZZ,160,10
0LBD0ZZ,160,10
0LBD3ZZ,160,10
0LBD4ZZ,160,10
0LBF0ZZ,160,10
0LBF3ZZ,160,10
0LBF4ZZ,160,10
0LBG0ZZ,160,10
0LBG3ZZ,160,10
0LBG4ZZ,160,10
0LBH0ZZ,160,10
0LBH3ZZ,160,10
0LBH4ZZ,160,10
0LBJ0ZZ,160,10
0LBJ3ZZ,160,10
0LBJ4ZZ,160,10
0LBK0ZZ,160,10
0LBK3ZZ,160,10
0LBK4ZZ,160,10
0LBL0ZZ,160,10
0LBL3ZZ,160,10
0LBL4ZZ,160,10
0LBM0ZZ,160,10
0LBM3ZZ,160,10
0LBM4ZZ,160,10
0LBN0ZZ,160,10
0LBN3ZZ,160,10
0LBN4ZZ,160,10
0LBP0ZZ,160,10
0LBP3ZZ,160,10
0LBP4ZZ,160,10
0LBQ0ZZ,160,10
0LBQ3ZZ,160,10
0LBQ4ZZ,160,10
0LBR0ZZ,160,10
0LBR3ZZ,160,10
0LBR4ZZ,160,10
0LBS0ZZ,160,10
0LBS3ZZ,160,10
0LBS4ZZ,160,10
0LBT0ZZ,160,10
0LBT3ZZ,160,10
0LBT4ZZ,160,10
0LBV0ZZ,160,10
0LBV3ZZ,160,10
0LBV4ZZ,160,10
0LBW0ZZ,160,10
0LBW3ZZ,160,10
0LBW4ZZ,160,10
0LC00ZZ,160,10
0LC03ZZ,160,10
0LC04ZZ,160,10
0LC10ZZ,160,10
0LC13ZZ,160,10
0LC14ZZ,160,10
0LC20ZZ,160,10
0LC23ZZ,160,10
0LC24ZZ,160,10
0LC30ZZ,160,10
0LC33ZZ,160,10
0LC34ZZ,160,10
0LC40ZZ,160,10
0LC43ZZ,160,10
0LC44ZZ,160,10
0LC50ZZ,160,10
0LC53ZZ,160,10
0LC54ZZ,160,10
0LC60ZZ,160,10
0LC63ZZ,160,10
0LC64ZZ,160,10
0LC70ZZ,160,10
0LC73ZZ,160,10
0LC74ZZ,160,10
0LC80ZZ,160,10
0LC83ZZ,160,10
0LC84ZZ,160,10
0LC90ZZ,160,10
0LC93ZZ,160,10
0LC94ZZ,160,10
0LCB0ZZ,160,10
0LCB3ZZ,160,10
0LCB4ZZ,160,10
0LCC0ZZ,160,10
0LCC3ZZ,160,10
0LCC4ZZ,160,10
0LCD0ZZ,160,10
0LCD3ZZ,160,10
0LCD4ZZ,160,10
0LCF0ZZ,160,10
0LCF3ZZ,160,10
0LCF4ZZ,160,10
0LCG0ZZ,160,10
0LCG3ZZ,160,10
0LCG4ZZ,160,10
0LCH0ZZ,160,10
0LCH3ZZ,160,10
0LCH4ZZ,160,10
0LCJ0ZZ,160,10
0LCJ3ZZ,160,10
0LCJ4ZZ,160,10
0LCK0ZZ,160,10
0LCK3ZZ,160,10
0LCK4ZZ,160,10
0LCL0ZZ,160,10
0LCL3ZZ,160,10
0LCL4ZZ,160,10
0LCM0ZZ,160,10
0LCM3ZZ,160,10
0LCM4ZZ,160,10
0LCN0ZZ,160,10
0LCN3ZZ,160,10
0LCN4ZZ,160,10
0LCP0ZZ,160,10
0LCP3ZZ,160,10
0LCP4ZZ,160,10
0LCQ0ZZ,160,10
0LCQ3ZZ,160,10
0LCQ4ZZ,160,10
0LCR0ZZ,160,10
0LCR3ZZ,160,10
0LCR4ZZ,160,10
0LCS0ZZ,160,10
0LCS3ZZ,160,10
0LCS4ZZ,160,10
0LCT0ZZ,160,10
0LCT3ZZ,160,10
0LCT4ZZ,160,10
0LCV0ZZ,160,10
0LCV3ZZ,160,10
0LCV4ZZ,160,10
0LCW0ZZ,160,10
0LCW3ZZ,160,10
0LCW4ZZ,160,10
0LD00ZZ,160,10
0LD10ZZ,160,10
0LD20ZZ,160,10
0LD30ZZ,160,10
0LD40ZZ,160,10
0LD50ZZ,160,10
0LD60ZZ,160,10
0LD70ZZ,160,10
0LD80ZZ,160,10
0LD90ZZ,160,10
0LDB0ZZ,160,10
0LDC0ZZ,160,10
0LDD0ZZ,160,10
0LDF0ZZ,160,10
0LDG0ZZ,160,10
0LDH0ZZ,160,10
0LDJ0ZZ,160,10
0LDK0ZZ,160,10
0LDL0ZZ,160,10
0LDM0ZZ,160,10
0LDN0ZZ,160,10
0LDP0ZZ,160,10
0LDQ0ZZ,160,10
0LDR0ZZ,160,10
0LDS0ZZ,160,10
0LDT0ZZ,160,10
0LDV0ZZ,160,10
0LDW0ZZ,160,10
0LHX0YZ,160,10
0LHY0YZ,160,10
0LM00ZZ,160,10
0LM04ZZ,160,10
0LM10ZZ,160,10
0LM14ZZ,160,10
0LM20ZZ,160,10
0LM24ZZ,160,10
0LM30ZZ,160,10
0LM34ZZ,160,10
0LM40ZZ,160,10
0LM44ZZ,160,10
0LM50ZZ,160,10
0LM54ZZ,160,10
0LM60ZZ,160,10
0LM64ZZ,160,10
0LM70ZZ,160,10
0LM74ZZ,160,10
0LM80ZZ,160,10
0LM84ZZ,160,10
0LM90ZZ,160,10
0LM94ZZ,160,10
0LMB0ZZ,160,10
0LMB4ZZ,160,10
0LMC0ZZ,160,10
0LMC4ZZ,160,10
0LMD0ZZ,160,10
0LMD4ZZ,160,10
0LMF0ZZ,160,10
0LMF4ZZ,160,10
0LMG0ZZ,160,10
0LMG4ZZ,160,10
0LMH0ZZ,160,10
0LMH4ZZ,160,10
0LMJ0ZZ,160,10
0LMJ4ZZ,160,10
0LMK0ZZ,160,10
0LMK4ZZ,160,10
0LML0ZZ,160,10
0LML4ZZ,160,10
0LMM0ZZ,160,10
0LMM4ZZ,160,10
0LMN0ZZ,160,10
0LMN4ZZ,160,10
0LMP0ZZ,160,10
0LMP4ZZ,160,10
0LMQ0ZZ,160,10
0LMQ4ZZ,160,10
0LMR0ZZ,160,10
0LMR4ZZ,160,10
0LMS0ZZ,160,10
0LMS4ZZ,160,10
0LMT0ZZ,160,10
0LMT4ZZ,160,10
0LMV0ZZ,160,10
0LMV4ZZ,160,10
0LMW0ZZ,160,10
0LMW4ZZ,160,10
0LN00ZZ,160,10
0LN03ZZ,160,10
0LN04ZZ,160,10
0LN10ZZ,160,10
0LN13ZZ,160,10
0LN14ZZ,160,10
0LN20ZZ,160,10
0LN23ZZ,160,10
0LN24ZZ,160,10
0LN30ZZ,160,10
0LN33ZZ,160,10
0LN34ZZ,160,10
0LN40ZZ,160,10
0LN43ZZ,160,10
0LN44ZZ,160,10
0LN50ZZ,160,10
0LN53ZZ,160,10
0LN54ZZ,160,10
0LN60ZZ,160,10
0LN63ZZ,160,10
0LN64ZZ,160,10
0LN70ZZ,160,10
0LN73ZZ,160,10
0LN74ZZ,160,10
0LN80ZZ,160,10
0LN83ZZ,160,10
0LN84ZZ,160,10
0LN90ZZ,160,10
0LN93ZZ,160,10
0LN94ZZ,160,10
0LNB0ZZ,160,10
0LNB3ZZ,160,10
0LNB4ZZ,160,10
0LNC0ZZ,160,10
0LNC3ZZ,160,10
0LNC4ZZ,160,10
0LND0ZZ,160,10
0LND3ZZ,160,10
0LND4ZZ,160,10
0LNF0ZZ,160,10
0LNF3ZZ,160,10
0LNF4ZZ,160,10
0LNG0ZZ,160,10
0LNG3ZZ,160,10
0LNG4ZZ,160,10
0LNH0ZZ,160,10
0LNH3ZZ,160,10
0LNH4ZZ,160,10
0LNJ0ZZ,160,10
0LNJ3ZZ,160,10
0LNJ4ZZ,160,10
0LNK0ZZ,160,10
0LNK3ZZ,160,10
0LNK4ZZ,160,10
0LNL0ZZ,160,10
0LNL3ZZ,160,10
0LNL4ZZ,160,10
0LNM0ZZ,160,10
0LNM3ZZ,160,10
0LNM4ZZ,160,10
0LNN0ZZ,160,10
0LNN3ZZ,160,10
0LNN4ZZ,160,10
0LNP0ZZ,160,10
0LNP3ZZ,160,10
0LNP4ZZ,160,10
0LNQ0ZZ,160,10
0LNQ3ZZ,160,10
0LNQ4ZZ,160,10
0LNR0ZZ,160,10
0LNR3ZZ,160,10
0LNR4ZZ,160,10
0LNS0ZZ,160,10
0LNS3ZZ,160,10
0LNS4ZZ,160,10
0LNT0ZZ,160,10
0LNT3ZZ,160,10
0LNT4ZZ,160,10
0LNV0ZZ,160,10
0LNV3ZZ,160,10
0LNV4ZZ,160,10
0LNW0ZZ,160,10
0LNW3ZZ,160,10
0LNW4ZZ,160,10
0LPX00Z,160,10
0LPX07Z,160,10
0LPX0JZ,160,10
0LPX0KZ,160,10
0LPX0YZ,160,10
0LPX30Z,160,10
0LPX37Z,160,10
0LPX3JZ,160,10
0LPX3KZ,160,10
0LPX40Z,160,10
0LPX47Z,160,10
0LPX4JZ,160,10
0LPX4KZ,160,10
0LPXX0Z,160,10
0LPY00Z,160,10
0LPY07Z,160,10
0LPY0JZ,160,10
0LPY0KZ,160,10
0LPY0YZ,160,10
0LPY30Z,160,10
0LPY37Z,160,10
0LPY3JZ,160,10
0LPY3KZ,160,10
0LPY40Z,160,10
0LPY47Z,160,10
0LPY4JZ,160,10
0LPY4KZ,160,10
0LPYX0Z,160,10
0LQ00ZZ,160,10
0LQ03ZZ,160,10
0LQ04ZZ,160,10
0LQ10ZZ,160,10
0LQ13ZZ,160,10
0LQ14ZZ,160,10
0LQ20ZZ,160,10
0LQ23ZZ,160,10
0LQ24ZZ,160,10
0LQ30ZZ,160,10
0LQ33ZZ,160,10
0LQ34ZZ,160,10
0LQ40ZZ,160,10
0LQ43ZZ,160,10
0LQ44ZZ,160,10
0LQ50ZZ,160,10
0LQ53ZZ,160,10
0LQ54ZZ,160,10
0LQ60ZZ,160,10
0LQ63ZZ,160,10
0LQ64ZZ,160,10
0LQ70ZZ,160,10
0LQ73ZZ,160,10
0LQ74ZZ,160,10
0LQ80ZZ,160,10
0LQ83ZZ,160,10
0LQ84ZZ,160,10
0LQ90ZZ,160,10
0LQ93ZZ,160,10
0LQ94ZZ,160,10
0LQB0ZZ,160,10
0LQB3ZZ,160,10
0LQB4ZZ,160,10
0LQC0ZZ,160,10
0LQC3ZZ,160,10
0LQC4ZZ,160,10
0LQD0ZZ,160,10
0LQD3ZZ,160,10
0LQD4ZZ,160,10
0LQF0ZZ,160,10
0LQF3ZZ,160,10
0LQF4ZZ,160,10
0LQG0ZZ,160,10
0LQG3ZZ,160,10
0LQG4ZZ,160,10
0LQH0ZZ,160,10
0LQH3ZZ,160,10
0LQH4ZZ,160,10
0LQJ0ZZ,160,10
0LQJ3ZZ,160,10
0LQJ4ZZ,160,10
0LQK0ZZ,160,10
0LQK3ZZ,160,10
0LQK4ZZ,160,10
0LQL0ZZ,160,10
0LQL3ZZ,160,10
0LQL4ZZ,160,10
0LQM0ZZ,160,10
0LQM3ZZ,160,10
0LQM4ZZ,160,10
0LQN0ZZ,160,10
0LQN3ZZ,160,10
0LQN4ZZ,160,10
0LQP0ZZ,160,10
0LQP3ZZ,160,10
0LQP4ZZ,160,10
0LQQ0ZZ,160,10
0LQQ3ZZ,160,10
0LQQ4ZZ,160,10
0LQR0ZZ,160,10
0LQR3ZZ,160,10
0LQR4ZZ,160,10
0LQS0ZZ,160,10
0LQS3ZZ,160,10
0LQS4ZZ,160,10
0LQT0ZZ,160,10
0LQT3ZZ,160,10
0LQT4ZZ,160,10
0LQV0ZZ,160,10
0LQV3ZZ,160,10
0LQV4ZZ,160,10
0LQW0ZZ,160,10
0LQW3ZZ,160,10
0LQW4ZZ,160,10
0LR007Z,160,10
0LR00JZ,160,10
0LR00KZ,160,10
0LR047Z,160,10
0LR04JZ,160,10
0LR04KZ,160,10
0LR107Z,160,10
0LR10JZ,160,10
0LR10KZ,160,10
0LR147Z,160,10
0LR14JZ,160,10
0LR14KZ,160,10
0LR207Z,160,10
0LR20JZ,160,10
0LR20KZ,160,10
0LR247Z,160,10
0LR24JZ,160,10
0LR24KZ,160,10
0LR307Z,160,10
0LR30JZ,160,10
0LR30KZ,160,10
0LR347Z,160,10
0LR34JZ,160,10
0LR34KZ,160,10
0LR407Z,160,10
0LR40JZ,160,10
0LR40KZ,160,10
0LR447Z,160,10
0LR44JZ,160,10
0LR44KZ,160,10
0LR507Z,160,10
0LR50JZ,160,10
0LR50KZ,160,10
0LR547Z,160,10
0LR54JZ,160,10
0LR54KZ,160,10
0LR607Z,160,10
0LR60JZ,160,10
0LR60KZ,160,10
0LR647Z,160,10
0LR64JZ,160,10
0LR64KZ,160,10
0LR707Z,160,10
0LR70JZ,160,10
0LR70KZ,160,10
0LR747Z,160,10
0LR74JZ,160,10
0LR74KZ,160,10
0LR807Z,160,10
0LR80JZ,160,10
0LR80KZ,160,10
0LR847Z,160,10
0LR84JZ,160,10
0LR84KZ,160,10
0LR907Z,160,10
0LR90JZ,160,10
0LR90KZ,160,10
0LR947Z,160,10
0LR94JZ,160,10
0LR94KZ,160,10
0LRB07Z,160,10
0LRB0JZ,160,10
0LRB0KZ,160,10
0LRB47Z,160,10
0LRB4JZ,160,10
0LRB4KZ,160,10
0LRC07Z,160,10
0LRC0JZ,160,10
0LRC0KZ,160,10
0LRC47Z,160,10
0LRC4JZ,160,10
0LRC4KZ,160,10
0LRD07Z,160,10
0LRD0JZ,160,10
0LRD0KZ,160,10
0LRD47Z,160,10
0LRD4JZ,160,10
0LRD4KZ,160,10
0LRF07Z,160,10
0LRF0JZ,160,10
0LRF0KZ,160,10
0LRF47Z,160,10
0LRF4JZ,160,10
0LRF4KZ,160,10
0LRG07Z,160,10
0LRG0JZ,160,10
0LRG0KZ,160,10
0LRG47Z,160,10
0LRG4JZ,160,10
0LRG4KZ,160,10
0LRH07Z,160,10
0LRH0JZ,160,10
0LRH0KZ,160,10
0LRH47Z,160,10
0LRH4JZ,160,10
0LRH4KZ,160,10
0LRJ07Z,160,10
0LRJ0JZ,160,10
0LRJ0KZ,160,10
0LRJ47Z,160,10
0LRJ4JZ,160,10
0LRJ4KZ,160,10
0LRK07Z,160,10
0LRK0JZ,160,10
0LRK0KZ,160,10
0LRK47Z,160,10
0LRK4JZ,160,10
0LRK4KZ,160,10
0LRL07Z,160,10
0LRL0JZ,160,10
0LRL0KZ,160,10
0LRL47Z,160,10
0LRL4JZ,160,10
0LRL4KZ,160,10
0LRM07Z,160,10
0LRM0JZ,160,10
0LRM0KZ,160,10
0LRM47Z,160,10
0LRM4JZ,160,10
0LRM4KZ,160,10
0LRN07Z,160,10
0LRN0JZ,160,10
0LRN0KZ,160,10
0LRN47Z,160,10
0LRN4JZ,160,10
0LRN4KZ,160,10
0LRP07Z,160,10
0LRP0JZ,160,10
0LRP0KZ,160,10
0LRP47Z,160,10
0LRP4JZ,160,10
0LRP4KZ,160,10
0LRQ07Z,160,10
0LRQ0JZ,160,10
0LRQ0KZ,160,10
0LRQ47Z,160,10
0LRQ4JZ,160,10
0LRQ4KZ,160,10
0LRR07Z,160,10
0LRR0JZ,160,10
0LRR0KZ,160,10
0LRR47Z,160,10
0LRR4JZ,160,10
0LRR4KZ,160,10
0LRS07Z,160,10
0LRS0JZ,160,10
0LRS0KZ,160,10
0LRS47Z,160,10
0LRS4JZ,160,10
0LRS4KZ,160,10
0LRT07Z,160,10
0LRT0JZ,160,10
0LRT0KZ,160,10
0LRT47Z,160,10
0LRT4JZ,160,10
0LRT4KZ,160,10
0LRV07Z,160,10
0LRV0JZ,160,10
0LRV0KZ,160,10
0LRV47Z,160,10
0LRV4JZ,160,10
0LRV4KZ,160,10
0LRW07Z,160,10
0LRW0JZ,160,10
0LRW0KZ,160,10
0LRW47Z,160,10
0LRW4JZ,160,10
0LRW4KZ,160,10
0LS00ZZ,160,10
0LS04ZZ,160,10
0LS10ZZ,160,10
0LS14ZZ,160,10
0LS20ZZ,160,10
0LS24ZZ,160,10
0LS30ZZ,160,10
0LS34ZZ,160,10
0LS40ZZ,160,10
0LS44ZZ,160,10
0LS50ZZ,160,10
0LS54ZZ,160,10
0LS60ZZ,160,10
0LS64ZZ,160,10
0LS70ZZ,160,10
0LS74ZZ,160,10
0LS80ZZ,160,10
0LS84ZZ,160,10
0LS90ZZ,160,10
0LS94ZZ,160,10
0LSB0ZZ,160,10
0LSB4ZZ,160,10
0LSC0ZZ,160,10
0LSC4ZZ,160,10
0LSD0ZZ,160,10
0LSD4ZZ,160,10
0LSF0ZZ,160,10
0LSF4ZZ,160,10
0LSG0ZZ,160,10
0LSG4ZZ,160,10
0LSH0ZZ,160,10
0LSH4ZZ,160,10
0LSJ0ZZ,160,10
0LSJ4ZZ,160,10
0LSK0ZZ,160,10
0LSK4ZZ,160,10
0LSL0ZZ,160,10
0LSL4ZZ,160,10
0LSM0ZZ,160,10
0LSM4ZZ,160,10
0LSN0ZZ,160,10
0LSN4ZZ,160,10
0LSP0ZZ,160,10
0LSP4ZZ,160,10
0LSQ0ZZ,160,10
0LSQ4ZZ,160,10
0LSR0ZZ,160,10
0LSR4ZZ,160,10
0LSS0ZZ,160,10
0LSS4ZZ,160,10
0LST0ZZ,160,10
0LST4ZZ,160,10
0LSV0ZZ,160,10
0LSV4ZZ,160,10
0LSW0ZZ,160,10
0LSW4ZZ,160,10
0LT00ZZ,160,10
0LT04ZZ,160,10
0LT10ZZ,160,10
0LT14ZZ,160,10
0LT20ZZ,160,10
0LT24ZZ,160,10
0LT30ZZ,160,10
0LT34ZZ,160,10
0LT40ZZ,160,10
0LT44ZZ,160,10
0LT50ZZ,160,10
0LT54ZZ,160,10
0LT60ZZ,160,10
0LT64ZZ,160,10
0LT70ZZ,160,10
0LT74ZZ,160,10
0LT80ZZ,160,10
0LT84ZZ,160,10
0LT90ZZ,160,10
0LT94ZZ,160,10
0LTB0ZZ,160,10
0LTB4ZZ,160,10
0LTC0ZZ,160,10
0LTC4ZZ,160,10
0LTD0ZZ,160,10
0LTD4ZZ,160,10
0LTF0ZZ,160,10
0LTF4ZZ,160,10
0LTG0ZZ,160,10
0LTG4ZZ,160,10
0LTH0ZZ,160,10
0LTH4ZZ,160,10
0LTJ0ZZ,160,10
0LTJ4ZZ,160,10
0LTK0ZZ,160,10
0LTK4ZZ,160,10
0LTL0ZZ,160,10
0LTL4ZZ,160,10
0LTM0ZZ,160,10
0LTM4ZZ,160,10
0LTN0ZZ,160,10
0LTN4ZZ,160,10
0LTP0ZZ,160,10
