icd_code,ccs,icd_version
0FSF0ZZ,99,10
0FSF4ZZ,99,10
0FSG0ZZ,99,10
0FSG4ZZ,99,10
0FT00ZZ,99,10
0FT04ZZ,99,10
0FT10ZZ,99,10
0FT14ZZ,99,10
0FT20ZZ,99,10
0FT24ZZ,99,10
0FT50ZZ,99,10
0FT54ZZ,99,10
0FT57ZZ,99,10
0FT58ZZ,99,10
0FT60ZZ,99,10
0FT64ZZ,99,10
0FT67ZZ,99,10
0FT68ZZ,99,10
0FT70ZZ,99,10
0FT74ZZ,99,10
0FT77ZZ,99,10
0FT78ZZ,99,10
0FT80ZZ,99,10
0FT84ZZ,99,10
0FT87ZZ,99,10
0FT88ZZ,99,10
0FT90ZZ,99,10
0FT94ZZ,99,10
0FT97ZZ,99,10
0FT98ZZ,99,10
0FTC0ZZ,99,10
0FTC4ZZ,99,10
0FTC7ZZ,99,10
0FTC8ZZ,99,10
0FTD0ZZ,99,10
0FTD7ZZ,99,10
0FTF0ZZ,99,10
0FTF7ZZ,99,10
0FTG0ZZ,99,10
0FTG4ZZ,99,10
0FU507Z,99,10
0FU50JZ,99,10
0FU50KZ,99,10
0FU537Z,99,10
0FU53JZ,99,10
0FU53KZ,99,10
0FU547Z,99,10
0FU54JZ,99,10
0FU54KZ,99,10
0FU587Z,99,10
0FU58JZ,99,10
0FU58KZ,99,10
0FU607Z,99,10
0FU60JZ,99,10
0FU60KZ,99,10
0FU637Z,99,10
0FU63JZ,99,10
0FU63KZ,99,10
0FU647Z,99,10
0FU64JZ,99,10
0FU64KZ,99,10
0FU687Z,99,10
0FU68JZ,99,10
0FU68KZ,99,10
0FU707Z,99,10
0FU70JZ,99,10
0FU70KZ,99,10
0FU737Z,99,10
0FU73JZ,99,10
0FU73KZ,99,10
0FU747Z,99,10
0FU74JZ,99,10
0FU74KZ,99,10
0FU787Z,99,10
0FU78JZ,99,10
0FU78KZ,99,10
0FU807Z,99,10
0FU80JZ,99,10
0FU80KZ,99,10
0FU837Z,99,10
0FU83JZ,99,10
0FU83KZ,99,10
0FU847Z,99,10
0FU84JZ,99,10
0FU84KZ,99,10
0FU887Z,99,10
0FU88JZ,99,10
0FU88KZ,99,10
0FU907Z,99,10
0FU90JZ,99,10
0FU90KZ,99,10
0FU937Z,99,10
0FU93JZ,99,10
0FU93KZ,99,10
0FU947Z,99,10
0FU94JZ,99,10
0FU94KZ,99,10
0FU987Z,99,10
0FU98JZ,99,10
0FU98KZ,99,10
0FUC07Z,99,10
0FUC0JZ,99,10
0FUC0KZ,99,10
0FUC37Z,99,10
0FUC3JZ,99,10
0FUC3KZ,99,10
0FUC47Z,99,10
0FUC4JZ,99,10
0FUC4KZ,99,10
0FUC87Z,99,10
0FUC8JZ,99,10
0FUC8KZ,99,10
0FUD07Z,99,10
0FUD0JZ,99,10
0FUD0KZ,99,10
0FUD37Z,99,10
0FUD3JZ,99,10
0FUD3KZ,99,10
0FUD47Z,99,10
0FUD4JZ,99,10
0FUD4KZ,99,10
0FUD87Z,99,10
0FUD8JZ,99,10
0FUD8KZ,99,10
0FUF07Z,99,10
0FUF0JZ,99,10
0FUF0KZ,99,10
0FUF37Z,99,10
0FUF3JZ,99,10
0FUF3KZ,99,10
0FUF47Z,99,10
0FUF4JZ,99,10
0FUF4KZ,99,10
0FUF87Z,99,10
0FUF8JZ,99,10
0FUF8KZ,99,10
0FV50CZ,99,10
0FV50DZ,99,10
0FV50ZZ,99,10
0FV60CZ,99,10
0FV60DZ,99,10
0FV60ZZ,99,10
0FV70CZ,99,10
0FV70DZ,99,10
0FV70ZZ,99,10
0FV80CZ,99,10
0FV80DZ,99,10
0FV80ZZ,99,10
0FV90CZ,99,10
0FV90DZ,99,10
0FV90ZZ,99,10
0FVC0CZ,99,10
0FVC0DZ,99,10
0FVC0ZZ,99,10
0FVC3CZ,99,10
0FVC3DZ,99,10
0FVC3ZZ,99,10
0FVC4CZ,99,10
0FVC4DZ,99,10
0FVC4ZZ,99,10
0FVC7DZ,99,10
0FVC7ZZ,99,10
0FVC8DZ,99,10
0FVC8ZZ,99,10
0FVD0CZ,99,10
0FVD0DZ,99,10
0FVD0ZZ,99,10
0FVD3CZ,99,10
0FVD3DZ,99,10
0FVD3ZZ,99,10
0FVD4CZ,99,10
0FVD4DZ,99,10
0FVD4ZZ,99,10
0FVD7DZ,99,10
0FVD7ZZ,99,10
0FVD8DZ,99,10
0FVD8ZZ,99,10
0FVF0CZ,99,10
0FVF0DZ,99,10
0FVF0ZZ,99,10
0FVF3CZ,99,10
0FVF3DZ,99,10
0FVF3ZZ,99,10
0FVF4CZ,99,10
0FVF4DZ,99,10
0FVF4ZZ,99,10
0FVF7DZ,99,10
0FVF7ZZ,99,10
0FVF8DZ,99,10
0FVF8ZZ,99,10
0FW000Z,99,10
0FW002Z,99,10
0FW003Z,99,10
0FW00YZ,99,10
0FW030Z,99,10
0FW032Z,99,10
0FW033Z,99,10
0FW040Z,99,10
0FW042Z,99,10
0FW043Z,99,10
0FW400Z,99,10
0FW402Z,99,10
0FW403Z,99,10
0FW40DZ,99,10
0FW40YZ,99,10
0FW430Z,99,10
0FW432Z,99,10
0FW433Z,99,10
0FW43DZ,99,10
0FW440Z,99,10
0FW442Z,99,10
0FW443Z,99,10
0FW44DZ,99,10
0FWB00Z,99,10
0FWB02Z,99,10
0FWB03Z,99,10
0FWB07Z,99,10
0FWB0CZ,99,10
0FWB0DZ,99,10
0FWB0JZ,99,10
0FWB0KZ,99,10
0FWB0YZ,99,10
0FWB30Z,99,10
0FWB32Z,99,10
0FWB33Z,99,10
0FWB37Z,99,10
0FWB3CZ,99,10
0FWB3DZ,99,10
0FWB3JZ,99,10
0FWB3KZ,99,10
0FWB40Z,99,10
0FWB42Z,99,10
0FWB43Z,99,10
0FWB47Z,99,10
0FWB4CZ,99,10
0FWB4DZ,99,10
0FWB4JZ,99,10
0FWB4KZ,99,10
0FWB70Z,99,10
0FWB72Z,99,10
0FWB73Z,99,10
0FWB77Z,99,10
0FWB7CZ,99,10
0FWB7DZ,99,10
0FWB7JZ,99,10
0FWB7KZ,99,10
0FWB83Z,99,10
0FWB87Z,99,10
0FWB8CZ,99,10
0FWB8JZ,99,10
0FWB8KZ,99,10
0FWD00Z,99,10
0FWD02Z,99,10
0FWD03Z,99,10
0FWD07Z,99,10
0FWD0CZ,99,10
0FWD0DZ,99,10
0FWD0JZ,99,10
0FWD0KZ,99,10
0FWD0YZ,99,10
0FWD30Z,99,10
0FWD32Z,99,10
0FWD33Z,99,10
0FWD37Z,99,10
0FWD3CZ,99,10
0FWD3DZ,99,10
0FWD3JZ,99,10
0FWD3KZ,99,10
0FWD40Z,99,10
0FWD42Z,99,10
0FWD43Z,99,10
0FWD47Z,99,10
0FWD4CZ,99,10
0FWD4DZ,99,10
0FWD4JZ,99,10
0FWD4KZ,99,10
0FWD70Z,99,10
0FWD72Z,99,10
0FWD73Z,99,10
0FWD77Z,99,10
0FWD7CZ,99,10
0FWD7DZ,99,10
0FWD7JZ,99,10
0FWD7KZ,99,10
0FWD83Z,99,10
0FWD87Z,99,10
0FWD8CZ,99,10
0FWD8JZ,99,10
0FWD8KZ,99,10
0FWG00Z,99,10
0FWG02Z,99,10
0FWG03Z,99,10
0FWG0DZ,99,10
0FWG0YZ,99,10
0FWG30Z,99,10
0FWG32Z,99,10
0FWG33Z,99,10
0FWG3DZ,99,10
0FWG40Z,99,10
0FWG42Z,99,10
0FWG43Z,99,10
0FWG4DZ,99,10
0W1G0J4,99,10
0W1G0JW,99,10
0W1G0JY,99,10
0W1G3J4,99,10
0W1G3JW,99,10
0W1G3JY,99,10
0W1G4J4,99,10
0W1G4JW,99,10
0W1G4JY,99,10
0W3F0ZZ,99,10
0W3F3ZZ,99,10
0W3F4ZZ,99,10
0W3G3ZZ,99,10
0W3G4ZZ,99,10
0W3H0ZZ,99,10
0W3H3ZZ,99,10
0W3H4ZZ,99,10
0W3J0ZZ,99,10
0W3J3ZZ,99,10
0W3J4ZZ,99,10
0W3P0ZZ,99,10
0W3P3ZZ,99,10
0W3P4ZZ,99,10
0W3P7ZZ,99,10
0W9F00Z,99,10
0W9F0ZZ,99,10
0W9G00Z,99,10
0W9G0ZZ,99,10
0W9H00Z,99,10
0W9H0ZZ,99,10
0W9H40Z,99,10
0W9H4ZZ,99,10
0W9J00Z,99,10
0W9J0ZZ,99,10
0WBF0ZZ,99,10
0WBF3ZZ,99,10
0WBF4ZZ,99,10
0WBFXZ2,99,10
0WBFXZZ,99,10
0WBH0ZZ,99,10
0WBH3ZZ,99,10
0WBH4ZZ,99,10
0WCG0ZZ,99,10
0WCG3ZZ,99,10
0WCG4ZZ,99,10
0WCH0ZZ,99,10
0WCH3ZZ,99,10
0WCH4ZZ,99,10
0WCJ0ZZ,99,10
0WCJ3ZZ,99,10
0WCJ4ZZ,99,10
0WCP0ZZ,99,10
0WCP3ZZ,99,10
0WCP4ZZ,99,10
0WFG0ZZ,99,10
0WFG3ZZ,99,10
0WFG4ZZ,99,10
0WHF03Z,99,10
0WHF0YZ,99,10
0WHF33Z,99,10
0WHF3YZ,99,10
0WHF43Z,99,10
0WHF4YZ,99,10
0WHG03Z,99,10
0WHG0YZ,99,10
0WHG3YZ,99,10
0WHG43Z,99,10
0WHG4YZ,99,10
0WHH03Z,99,10
0WHH0YZ,99,10
0WHH33Z,99,10
0WHH3YZ,99,10
0WHH43Z,99,10
0WHH4YZ,99,10
0WHJ03Z,99,10
0WHJ0YZ,99,10
0WHJ33Z,99,10
0WHJ3YZ,99,10
0WHJ43Z,99,10
0WHJ4YZ,99,10
0WHP03Z,99,10
0WMF0ZZ,99,10
0WPF00Z,99,10
0WPF01Z,99,10
0WPF03Z,99,10
0WPF07Z,99,10
0WPF0JZ,99,10
0WPF0KZ,99,10
0WPF0YZ,99,10
0WPF30Z,99,10
0WPF31Z,99,10
0WPF33Z,99,10
0WPF37Z,99,10
0WPF3JZ,99,10
0WPF3KZ,99,10
0WPF3YZ,99,10
0WPF40Z,99,10
0WPF41Z,99,10
0WPF43Z,99,10
0WPF47Z,99,10
0WPF4JZ,99,10
0WPF4KZ,99,10
0WPF4YZ,99,10
0WPG00Z,99,10
0WPG01Z,99,10
0WPG03Z,99,10
0WPG0JZ,99,10
0WPG0YZ,99,10
0WPG30Z,99,10
0WPG31Z,99,10
0WPG33Z,99,10
0WPG3JZ,99,10
0WPG3YZ,99,10
0WPG40Z,99,10
0WPG41Z,99,10
0WPG43Z,99,10
0WPG4JZ,99,10
0WPG4YZ,99,10
0WPH00Z,99,10
0WPH01Z,99,10
0WPH03Z,99,10
0WPH0YZ,99,10
0WPH30Z,99,10
0WPH31Z,99,10
0WPH33Z,99,10
0WPH3YZ,99,10
0WPH40Z,99,10
0WPH41Z,99,10
0WPH43Z,99,10
0WPH4YZ,99,10
0WPP01Z,99,10
0WPP03Z,99,10
0WPP0YZ,99,10
0WQF0ZZ,99,10
0WQF3ZZ,99,10
0WQF4ZZ,99,10
0WQFXZ2,99,10
0WQFXZZ,99,10
0WWF00Z,99,10
0WWF03Z,99,10
0WWF07Z,99,10
0WWF0JZ,99,10
0WWF0KZ,99,10
0WWF0YZ,99,10
0WWF30Z,99,10
0WWF33Z,99,10
0WWF37Z,99,10
0WWF3JZ,99,10
0WWF3KZ,99,10
0WWF3YZ,99,10
0WWF40Z,99,10
0WWF43Z,99,10
0WWF47Z,99,10
0WWF4JZ,99,10
0WWF4KZ,99,10
0WWF4YZ,99,10
0WWG00Z,99,10
0WWG03Z,99,10
0WWG0JZ,99,10
0WWG0YZ,99,10
0WWG30Z,99,10
0WWG33Z,99,10
0WWG3JZ,99,10
0WWG3YZ,99,10
0WWG40Z,99,10
0WWG43Z,99,10
0WWG4JZ,99,10
0WWG4YZ,99,10
0WWH00Z,99,10
0WWH03Z,99,10
0WWH0YZ,99,10
0WWH30Z,99,10
0WWH33Z,99,10
0WWH3YZ,99,10
0WWH40Z,99,10
0WWH43Z,99,10
0WWH4YZ,99,10
0WWJ00Z,99,10
0WWJ03Z,99,10
0WWJ0JZ,99,10
0WWJ0YZ,99,10
0WWJ30Z,99,10
0WWJ33Z,99,10
0WWJ3JZ,99,10
0WWJ3YZ,99,10
0WWJ40Z,99,10
0WWJ43Z,99,10
0WWJ4JZ,99,10
0WWJ4YZ,99,10
0WWP03Z,99,10
0WWP0YZ,99,10
0Y9500Z,99,10
0Y950ZZ,99,10
0Y9540Z,99,10
0Y954ZZ,99,10
0Y9600Z,99,10
0Y960ZZ,99,10
0Y9640Z,99,10
0Y964ZZ,99,10
0YB50ZZ,99,10
0YB53ZZ,99,10
0YB54ZZ,99,10
0YB60ZZ,99,10
0YB63ZZ,99,10
0YB64ZZ,99,10
0YB70ZZ,99,10
0YB73ZZ,99,10
0YB74ZZ,99,10
0YB80ZZ,99,10
0YB83ZZ,99,10
0YB84ZZ,99,10
0101,1,9
0109,1,9
0121,1,9
0122,1,9
0123,1,9
0124,1,9
0125,1,9
0126,1,9
0127,1,9
0128,1,9
0131,1,9
0132,1,9
0139,1,9
0141,1,9
0142,1,9
0151,1,9
0152,1,9
0153,1,9
0159,1,9
0231,2,9
0232,2,9
0233,2,9
0234,2,9
0235,2,9
0239,2,9
0242,2,9
0243,2,9
0302,3,9
0309,3,9
805,3,9
8050,3,9
8051,3,9
8059,3,9
8459,3,9
8460,3,9
8461,3,9
8462,3,9
8463,3,9
8464,3,9
8465,3,9
8466,3,9
8467,3,9
8468,3,9
8469,3,9
8480,3,9
8481,3,9
8482,3,9
8483,3,9
8484,3,9
8485,3,9
0331,4,9
038,5,9
0390,5,9
0391,5,9
0392,5,9
0393,5,9
0394,5,9
0443,6,9
0444,6,9
0449,6,9
0111,7,9
0112,7,9
0113,7,9
0114,7,9
0115,7,9
0118,7,9
0119,7,9
0332,7,9
0339,7,9
0411,7,9
0412,7,9
0419,7,9
0511,7,9
0519,7,9
0102,8,9
0241,8,9
0295,8,9
0321,8,9
0395,8,9
0396,8,9
0480,8,9
0481,8,9
0489,8,9
0531,8,9
0532,8,9
0539,8,9
0120,9,9
0129,9,9
016,9,9
0201,9,9
0202,9,9
0203,9,9
0204,9,9
0205,9,9
0206,9,9
0207,9,9
0211,9,9
0212,9,9
0213,9,9
0214,9,9
022,9,9
0221,9,9
0222,9,9
0291,9,9
0292,9,9
0293,9,9
0294,9,9
0296,9,9
0299,9,9
0301,9,9
031,9,9
0329,9,9
034,9,9
0351,9,9
0352,9,9
0353,9,9
0359,9,9
036,9,9
0371,9,9
0372,9,9
0379,9,9
0397,9,9
0398,9,9
0399,9,9
0401,9,9
0402,9,9
0403,9,9
0404,9,9
0405,9,9
0406,9,9
0407,9,9
042,9,9
043,9,9
0441,9,9
0442,9,9
045,9,9
046,9,9
0471,9,9
0472,9,9
0473,9,9
0474,9,9
0475,9,9
0476,9,9
0479,9,9
0491,9,9
0492,9,9
0493,9,9
0499,9,9
050,9,9
0521,9,9
0522,9,9
0523,9,9
0524,9,9
0525,9,9
0529,9,9
0581,9,9
0589,9,9
059,9,9
1761,9,9
8053,9,9
8054,9,9
8458,9,9
8694,9,9
8695,9,9
8696,9,9
8697,9,9
8698,9,9
062,10,9
0631,10,9
0639,10,9
064,10,9
0650,10,9
0651,10,9
0652,10,9
066,10,9
0611,11,9
0612,11,9
0613,11,9
0619,11,9
0700,11,9
0701,11,9
0702,11,9
0711,11,9
0712,11,9
0713,11,9
0714,11,9
0715,11,9
0716,11,9
0717,11,9
0719,11,9
0751,11,9
0771,11,9
0791,11,9
0601,12,9
0602,12,9
0609,12,9
067,12,9
0681,12,9
0689,12,9
0691,12,9
0692,12,9
0693,12,9
0694,12,9
0695,12,9
0698,12,9
0699,12,9
0721,12,9
0722,12,9
0729,12,9
073,12,9
0741,12,9
0742,12,9
0743,12,9
0744,12,9
0745,12,9
0749,12,9
0752,12,9
0753,12,9
0754,12,9
0759,12,9
0761,12,9
0762,12,9
0763,12,9
0764,12,9
0765,12,9
0768,12,9
0769,12,9
0772,12,9
0779,12,9
0780,12,9
0781,12,9
0782,12,9
0783,12,9
0784,12,9
0792,12,9
0793,12,9
0794,12,9
0795,12,9
0798,12,9
0799,12,9
1160,13,9
1161,13,9
1162,13,9
1163,13,9
1164,13,9
1169,13,9
1251,14,9
1252,14,9
1253,14,9
1254,14,9
1255,14,9
1259,14,9
1261,14,9
1262,14,9
1263,14,9
1264,14,9
1265,14,9
1266,14,9
1267,14,9
1269,14,9
1271,14,9
1272,14,9
1273,14,9
1274,14,9
1279,14,9
1311,15,9
1319,15,9
132,15,9
133,15,9
1341,15,9
1342,15,9
1343,15,9
1351,15,9
1359,15,9
1361,15,9
1362,15,9
1363,15,9
1364,15,9
1365,15,9
1366,15,9
1369,15,9
1370,15,9
1371,15,9
1372,15,9
138,15,9
139,15,9
1390,15,9
1391,15,9
1431,16,9
1432,16,9
1433,16,9
1434,16,9
1435,16,9
1439,16,9
1441,16,9
1449,16,9
1451,16,9
1452,16,9
1453,16,9
1454,16,9
1455,16,9
1459,16,9
1421,17,9
1422,17,9
1423,17,9
1424,17,9
1425,17,9
1426,17,9
1427,17,9
1429,17,9
0811,18,9
0819,18,9
0911,18,9
0912,18,9
0919,18,9
1021,18,9
1029,18,9
1121,18,9
1122,18,9
1129,18,9
1221,18,9
1222,18,9
1229,18,9
1411,18,9
1419,18,9
1501,18,9
1509,18,9
1621,18,9
1622,18,9
1623,18,9
1629,18,9
0801,19,9
0802,19,9
0809,19,9
0820,19,9
0821,19,9
0822,19,9
0823,19,9
0824,19,9
0825,19,9
0831,19,9
0832,19,9
0833,19,9
0834,19,9
0835,19,9
0836,19,9
0837,19,9
0838,19,9
0841,19,9
0842,19,9
0843,19,9
0844,19,9
0849,19,9
0851,19,9
0852,19,9
0859,19,9
0861,19,9
0862,19,9
0863,19,9
0864,19,9
0869,19,9
0870,19,9
0871,19,9
0872,19,9
0873,19,9
0874,19,9
0881,19,9
0882,19,9
0883,19,9
0884,19,9
0885,19,9
0886,19,9
0887,19,9
0889,19,9
0891,19,9
0892,19,9
0893,19,9
0899,19,9
090,19,9
0920,19,9
0921,19,9
0922,19,9
0923,19,9
093,19,9
0941,19,9
0942,19,9
0943,19,9
0944,19,9
0949,19,9
0951,19,9
0952,19,9
0953,19,9
0959,19,9
096,19,9
0971,19,9
0972,19,9
0973,19,9
0981,19,9
0982,19,9
0983,19,9
0991,19,9
0999,19,9
100,19,9
101,19,9
1031,19,9
1032,19,9
1033,19,9
1041,19,9
1042,19,9
1043,19,9
1044,19,9
1049,19,9
105,19,9
106,19,9
1091,19,9
1099,19,9
110,19,9
111,19,9
1131,19,9
1132,19,9
1139,19,9
1141,19,9
1142,19,9
1143,19,9
1149,19,9
1151,19,9
1152,19,9
1153,19,9
1159,19,9
1171,19,9
1172,19,9
1173,19,9
1174,19,9
1175,19,9
1176,19,9
1179,19,9
1191,19,9
1192,19,9
1199,19,9
9651,19,9
9731,19,9
1200,20,9
1201,20,9
1202,20,9
1211,20,9
1212,20,9
1213,20,9
1214,20,9
1231,20,9
1232,20,9
1233,20,9
1234,20,9
1235,20,9
1239,20,9
1240,20,9
1241,20,9
1242,20,9
1243,20,9
1244,20,9
1281,20,9
1282,20,9
1283,20,9
1284,20,9
1285,20,9
1286,20,9
1287,20,9
1288,20,9
1289,20,9
1291,20,9
1292,20,9
1293,20,9
1297,20,9
1298,20,9
1299,20,9
1300,20,9
1301,20,9
1302,20,9
1400,20,9
1401,20,9
1402,20,9
146,20,9
1471,20,9
1472,20,9
1473,20,9
1474,20,9
1475,20,9
1479,20,9
1481,20,9
1482,20,9
1483,20,9
149,20,9
1511,21,9
1512,21,9
1513,21,9
1519,21,9
1521,21,9
1522,21,9
1529,21,9
153,21,9
154,21,9
155,21,9
156,21,9
157,21,9
159,21,9
1601,21,9
1602,21,9
1609,21,9
161,21,9
1631,21,9
1639,21,9
1641,21,9
1642,21,9
1649,21,9
1651,21,9
1652,21,9
1659,21,9
1661,21,9
1662,21,9
1663,21,9
1664,21,9
1665,21,9
1666,21,9
1669,21,9
1671,21,9
1672,21,9
1681,21,9
1682,21,9
1689,21,9
1691,21,9
1692,21,9
1693,21,9
1698,21,9
1699,21,9
194,22,9
1952,22,9
1953,22,9
1954,22,9
1955,22,9
196,22,9
2001,23,9
2009,23,9
2041,24,9
2042,24,9
2049,24,9
1811,25,9
1812,25,9
1819,25,9
2031,25,9
2032,25,9
2039,25,9
1801,26,9
1802,26,9
1809,26,9
1821,26,9
1829,26,9
1831,26,9
1839,26,9
184,26,9
185,26,9
186,26,9
1871,26,9
1872,26,9
1879,26,9
189,26,9
190,26,9
1911,26,9
1919,26,9
1921,26,9
1929,26,9
193,26,9
199,26,9
201,26,9
2021,26,9
2022,26,9
2023,26,9
2051,26,9
2059,26,9
2061,26,9
2062,26,9
2071,26,9
2072,26,9
2079,26,9
208,26,9
2091,26,9
2092,26,9
2093,26,9
2094,26,9
2095,26,9
2096,26,9
2097,26,9
2098,26,9
2099,26,9
9611,26,9
9652,26,9
2100,27,9
2101,27,9
2102,27,9
2103,27,9
2104,27,9
2105,27,9
2106,27,9
2107,27,9
2109,27,9
215,28,9
2181,28,9
2182,28,9
2183,28,9
2184,28,9
2185,28,9
2186,28,9
2187,28,9
2188,28,9
2189,28,9
2301,29,9
2309,29,9
2311,29,9
2319,29,9
232,29,9
233,29,9
2341,29,9
2342,29,9
2343,29,9
2349,29,9
235,29,9
236,29,9
2370,29,9
2371,29,9
2372,29,9
2373,29,9
244,29,9
245,29,9
246,29,9
247,29,9
248,29,9
2491,29,9
2499,29,9
9654,29,9
9722,29,9
9733,29,9
9734,29,9
9735,29,9
9997,29,9
282,30,9
283,30,9
286,30,9
287,30,9
2121,31,9
2122,31,9
2129,31,9
2211,31,9
2212,31,9
2219,31,9
2411,31,9
2412,31,9
2419,31,9
2501,31,9
2502,31,9
2509,31,9
2611,31,9
2612,31,9
2619,31,9
2721,31,9
2722,31,9
2723,31,9
2724,31,9
2729,31,9
2811,31,9
2819,31,9
2911,31,9
2912,31,9
2919,31,9
211,32,9
2130,32,9
2131,32,9
2132,32,9
2171,32,9
2191,32,9
2200,32,9
2201,32,9
2202,32,9
222,32,9
240,32,9
2431,32,9
2432,32,9
2439,32,9
2551,32,9
2591,32,9
2592,32,9
2593,32,9
260,32,9
2691,32,9
2741,32,9
2751,32,9
2752,32,9
2791,32,9
2991,32,9
9621,32,9
9653,32,9
9721,32,9
9732,32,9
214,33,9
2161,33,9
2162,33,9
2169,33,9
2172,33,9
2199,33,9
2231,33,9
2239,33,9
2241,33,9
2242,33,9
2250,33,9
2251,33,9
2252,33,9
2253,33,9
2260,33,9
2261,33,9
2262,33,9
2263,33,9
2264,33,9
2271,33,9
2279,33,9
229,33,9
242,33,9
251,33,9
252,33,9
253,33,9
254,33,9
2559,33,9
2594,33,9
2599,33,9
2621,33,9
2629,33,9
2630,33,9
2631,33,9
2632,33,9
2641,33,9
2642,33,9
2649,33,9
2699,33,9
270,33,9
271,33,9
2731,33,9
2732,33,9
2742,33,9
2743,33,9
2749,33,9
2753,33,9
2754,33,9
2755,33,9
2756,33,9
2757,33,9
2759,33,9
2761,33,9
2762,33,9
2763,33,9
2764,33,9
2769,33,9
2771,33,9
2772,33,9
2773,33,9
2779,33,9
2792,33,9
2799,33,9
280,33,9
284,33,9
285,33,9
2891,33,9
2892,33,9
2899,33,9
290,33,9
292,33,9
293,33,9
2931,33,9
2932,33,9
2933,33,9
2939,33,9
294,33,9
2951,33,9
2952,33,9
2953,33,9
2954,33,9
2959,33,9
2992,33,9
2999,33,9
311,34,9
3121,34,9
3129,34,9
3142,35,9
3143,35,9
3144,35,9
3220,36,9
3221,36,9
3222,36,9
3223,36,9
3224,36,9
3225,36,9
3226,36,9
3227,36,9
3229,36,9
323,36,9
3230,36,9
3239,36,9
324,36,9
3241,36,9
3249,36,9
325,36,9
3250,36,9
3259,36,9
3322,37,9
3323,37,9
3324,37,9
3326,37,9
3327,37,9
3372,37,9
3320,38,9
3325,38,9
3328,38,9
3329,38,9
3402,38,9
3404,39,9
3406,39,9
3409,39,9
3491,39,9
3141,40,9
3145,40,9
3148,40,9
3149,40,9
3321,40,9
3420,40,9
3421,40,9
3422,40,9
3423,40,9
3424,40,9
3425,40,9
3426,40,9
3427,40,9
3428,40,9
3429,40,9
310,41,9
3193,41,9
3194,41,9
3195,41,9
3201,41,9
3228,41,9
3331,41,9
3332,41,9
3333,41,9
3371,41,9
3373,41,9
3378,41,9
3379,41,9
3391,41,9
3471,41,9
3472,41,9
3492,41,9
9655,41,9
9656,41,9
9723,41,9
9737,41,9
9741,41,9
9742,41,9
9743,41,9
9749,41,9
3001,42,9
3009,42,9
301,42,9
3021,42,9
3022,42,9
3029,42,9
303,42,9
304,42,9
313,42,9
315,42,9
3161,42,9
3162,42,9
3163,42,9
3164,42,9
3169,42,9
3171,42,9
3172,42,9
3173,42,9
3174,42,9
3175,42,9
3179,42,9
3191,42,9
3192,42,9
3198,42,9
3199,42,9
320,42,9
3209,42,9
321,42,9
326,42,9
329,42,9
330,42,9
331,42,9
3334,42,9
3339,42,9
3341,42,9
3342,42,9
3343,42,9
3348,42,9
3349,42,9
3392,42,9
3393,42,9
3398,42,9
3399,42,9
3401,42,9
3403,42,9
3405,42,9
341,42,9
343,42,9
344,42,9
3451,42,9
3452,42,9
3459,42,9
346,42,9
3473,42,9
3474,42,9
3479,42,9
3481,42,9
3482,42,9
3483,42,9
3484,42,9
3485,42,9
3489,42,9
3493,42,9
3499,42,9
3500,43,9
3501,43,9
3502,43,9
3503,43,9
3504,43,9
3505,43,9
3506,43,9
3507,43,9
3508,43,9
3509,43,9
3510,43,9
3511,43,9
3512,43,9
3513,43,9
3514,43,9
3520,43,9
3521,43,9
3522,43,9
3523,43,9
3524,43,9
3525,43,9
3526,43,9
3527,43,9
3528,43,9
3596,43,9
3597,43,9
3599,43,9
3610,44,9
3611,44,9
3612,44,9
3613,44,9
3614,44,9
3615,44,9
3616,44,9
3617,44,9
3619,44,9
362,44,9
363,44,9
3631,44,9
3632,44,9
3633,44,9
3634,44,9
3639,44,9
0066,45,9
1755,45,9
3601,45,9
3602,45,9
3605,45,9
3604,46,9
3721,47,9
3722,47,9
3723,47,9
8852,47,9
8853,47,9
8854,47,9
8855,47,9
8856,47,9
8857,47,9
0050,48,9
0051,48,9
0052,48,9
0053,48,9
0054,48,9
0056,48,9
0057,48,9
1751,48,9
1752,48,9
3770,48,9
3771,48,9
3772,48,9
3773,48,9
3774,48,9
3775,48,9
3776,48,9
3777,48,9
3778,48,9
3779,48,9
3780,48,9
3781,48,9
3782,48,9
3783,48,9
3785,48,9
3786,48,9
3787,48,9
3789,48,9
3794,48,9
3795,48,9
3796,48,9
3797,48,9
3798,48,9
3531,49,9
3532,49,9
3533,49,9
3534,49,9
3535,49,9
3539,49,9
3541,49,9
3542,49,9
3550,49,9
3551,49,9
3552,49,9
3553,49,9
3554,49,9
3555,49,9
3560,49,9
3561,49,9
3562,49,9
3563,49,9
3570,49,9
3571,49,9
3572,49,9
3573,49,9
3581,49,9
3582,49,9
3583,49,9
3584,49,9
3591,49,9
3592,49,9
3593,49,9
3594,49,9
3595,49,9
3598,49,9
3600,49,9
3603,49,9
3609,49,9
3691,49,9
3699,49,9
3710,49,9
3711,49,9
3712,49,9
3731,49,9
3732,49,9
3733,49,9
3734,49,9
3735,49,9
3736,49,9
3737,49,9
374,49,9
3741,49,9
3749,49,9
3752,49,9
3753,49,9
3754,49,9
3755,49,9
3760,49,9
3761,49,9
3762,49,9
3763,49,9
3764,49,9
3765,49,9
3766,49,9
3767,49,9
3768,49,9
3790,49,9
3791,49,9
3799,49,9
3961,50,9
3962,50,9
3963,50,9
